,State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
133,24,481,3855,0,0,0,SUB-DISTRICT,Ghogha,Urban,2700,12208,5970,6238,1552,809,743,162,92,70,69,38,31,8561,4604,3957,3647,1366,2281,3802,3100,702,3222,2761,461,81,69,12,108,45,63,19,14,5,3014,2633,381,580,339,241,8,5,3,6,2,4,43,8,35,523,324,199,459,268,191,8,5,3,6,2,4,41,8,33,404,253,151,121,71,50,0,0,0,0,0,0,2,0,2,119,71,48,8406,2870,5536
134,24,481,3856,0,0,0,SUB-DISTRICT,Sihor,Urban,11853,60574,31964,28610,7503,4047,3456,6537,3405,3132,308,159,149,42965,24500,18465,17609,7464,10145,20971,17703,3268,19569,17021,2548,303,283,20,1520,1203,317,239,189,50,17507,15346,2161,1402,682,720,20,13,7,197,79,118,70,20,50,1115,570,545,1221,602,619,18,12,6,166,71,95,47,14,33,990,505,485,181,80,101,2,1,1,31,8,23,23,6,17,125,65,60,39603,14261,25342
135,24,481,3857,0,0,0,SUB-DISTRICT,Gariadhar,Urban,6410,33949,17692,16257,4403,2357,2046,2671,1372,1299,62,33,29,23292,13280,10012,10657,4412,6245,11814,10247,1567,10984,9902,1082,542,473,69,1043,790,253,289,265,24,9110,8374,736,830,345,485,60,12,48,193,45,148,106,21,85,471,267,204,676,295,381,55,11,44,162,39,123,80,15,65,379,230,149,154,50,104,5,1,4,31,6,25,26,6,20,92,37,55,22135,7445,14690
136,24,481,3858,0,0,0,SUB-DISTRICT,Palitana,Urban,11791,64497,33205,31292,8917,4697,4220,2958,1507,1451,460,229,231,43544,24182,19362,20953,9023,11930,20030,17926,2104,17752,16303,1449,202,191,11,663,566,97,234,201,33,16653,15345,1308,2278,1623,655,26,17,9,140,73,67,53,22,31,2059,1511,548,1970,1432,538,26,17,9,119,64,55,36,14,22,1789,1337,452,308,191,117,0,0,0,21,9,12,17,8,9,270,174,96,44467,15279,29188
137,24,481,3859,0,0,0,SUB-DISTRICT,Talaja,Urban,11448,54611,35869,18742,5354,2821,2533,1697,899,798,50,29,21,38120,26736,11384,16491,9133,7358,30015,26892,3123,28550,26290,2260,1068,834,234,2125,1278,847,307,180,127,25050,23998,1052,1465,602,863,120,38,82,442,160,282,131,49,82,772,355,417,1312,541,771,112,35,77,405,145,260,87,32,55,708,329,379,153,61,92,8,3,5,37,15,22,44,17,27,64,26,38,24596,8977,15619
138,24,481,3860,0,0,0,SUB-DISTRICT,Mahuva,Urban,19421,107196,54993,52203,13963,7275,6688,3465,1759,1706,129,76,53,72609,40859,31750,34587,14134,20453,36072,30438,5634,31829,27936,3893,524,488,36,1803,1126,677,1008,730,278,28494,25592,2902,4243,2502,1741,56,40,16,663,229,434,448,167,281,3076,2066,1010,3784,2260,1524,55,39,16,612,202,410,384,149,235,2733,1870,863,459,242,217,1,1,0,51,27,24,64,18,46,343,196,147,71124,24555,46569
139,24,482,3861,0,0,0,SUB-DISTRICT,Tarapur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,24,482,3862,0,0,0,SUB-DISTRICT,Sojitra,Urban,3420,16713,8864,7849,1823,989,834,749,396,353,85,42,43,12965,7255,5710,3748,1609,2139,5983,4737,1246,4818,4140,678,468,426,42,949,700,249,38,26,12,3363,2988,375,1165,597,568,26,23,3,339,117,222,13,3,10,787,454,333,938,458,480,20,17,3,304,93,211,13,3,10,601,345,256,227,139,88,6,6,0,35,24,11,0,0,0,186,109,77,10730,4127,6603
141,24,482,3863,0,0,0,SUB-DISTRICT,Umreth,Urban,6950,33762,17428,16334,3726,1937,1789,1220,650,570,728,354,374,25333,14130,11203,8429,3298,5131,11913,9819,2094,10949,9338,1611,1052,1022,30,1886,1282,604,196,137,59,7815,6897,918,964,481,483,19,15,4,347,78,269,22,7,15,576,381,195,864,419,445,18,14,4,334,70,264,22,7,15,490,328,162,100,62,38,1,1,0,13,8,5,0,0,0,86,53,33,21849,7609,14240
142,24,482,3864,0,0,0,SUB-DISTRICT,Anand,Urban,72300,345472,178702,166770,37618,20032,17586,13710,6998,6712,11477,5889,5588,273863,148517,125346,71609,30185,41424,119258,97130,22128,104034,88173,15861,4979,4783,196,12989,10443,2546,1971,1584,387,84095,71363,12732,15224,8957,6267,303,226,77,1463,666,797,499,241,258,12959,7824,5135,14249,8396,5853,298,223,75,1302,599,703,432,212,220,12217,7362,4855,975,561,414,5,3,2,161,67,94,67,29,38,742,462,280,226214,81572,144642
143,24,482,3865,0,0,0,SUB-DISTRICT,Petlad,Urban,11100,55330,28763,26567,6042,3170,2872,3856,2068,1788,577,302,275,43825,23845,19980,11505,4918,6587,18464,16064,2400,16895,14913,1982,487,478,9,1432,1062,370,530,477,53,14446,12896,1550,1569,1151,418,28,25,3,247,150,97,121,64,57,1173,912,261,1364,1036,328,28,25,3,225,141,84,95,62,33,1016,808,208,205,115,90,0,0,0,22,9,13,26,2,24,157,104,53,36866,12699,24167
144,24,482,3866,0,0,0,SUB-DISTRICT,Khambhat,Urban,19765,99164,51178,47986,10348,5444,4904,7067,3722,3345,1572,771,801,78055,42263,35792,21109,8915,12194,36714,29855,6859,31699,27219,4480,494,472,22,1621,1334,287,2441,1848,593,27143,23565,3578,5015,2636,2379,58,27,31,676,206,470,799,339,460,3482,2064,1418,4241,2250,1991,57,26,31,613,178,435,546,228,318,3025,1818,1207,774,386,388,1,1,0,63,28,35,253,111,142,457,246,211,62450,21323,41127
145,24,482,3867,0,0,0,SUB-DISTRICT,Borsad,Urban,12232,63543,32890,30653,7660,3970,3690,2369,1238,1131,398,222,176,49195,26899,22296,14348,5991,8357,21817,18274,3543,19301,16864,2437,1657,1562,95,3055,2468,587,214,187,27,14375,12647,1728,2516,1410,1106,64,41,23,380,178,202,57,27,30,2015,1164,851,2382,1327,1055,63,40,23,347,166,181,55,25,30,1917,1096,821,134,83,51,1,1,0,33,12,21,2,2,0,98,68,30,41726,14616,27110
146,24,482,3868,0,0,0,SUB-DISTRICT,Anklav,Urban,4180,21003,10900,10103,2755,1458,1297,739,378,361,103,52,51,14907,8601,6306,6096,2299,3797,9633,6437,3196,7128,6034,1094,1302,1248,54,3109,2557,552,7,4,3,2710,2225,485,2505,403,2102,16,11,5,1558,227,1331,7,1,6,924,164,760,2084,305,1779,14,10,4,1257,163,1094,7,1,6,806,131,675,421,98,323,2,1,1,301,64,237,0,0,0,118,33,85,11370,4463,6907
147,24,483,3869,0,0,0,SUB-DISTRICT,Kapadvanj,Urban,9973,49308,25436,23872,5506,2937,2569,2695,1400,1295,2069,1057,1012,38367,20634,17733,10941,4802,6139,15228,13567,1661,14667,13195,1472,357,340,17,295,250,45,122,101,21,13893,12504,1389,561,372,189,12,8,4,46,25,21,10,6,4,493,333,160,522,345,177,12,8,4,43,24,19,9,6,3,458,307,151,39,27,12,0,0,0,3,1,2,1,0,1,35,26,9,34080,11869,22211
148,24,483,3870,0,0,0,SUB-DISTRICT,Virpur,Urban,2062,10238,5278,4960,1266,683,583,399,199,200,59,30,29,7361,4156,3205,2877,1122,1755,3522,2742,780,2604,2183,421,188,173,15,351,249,102,44,34,10,2021,1727,294,918,559,359,16,14,2,247,96,151,24,22,2,631,427,204,893,544,349,16,14,2,243,93,150,24,22,2,610,415,195,25,15,10,0,0,0,4,3,1,0,0,0,21,12,9,6716,2536,4180
149,24,483,3871,0,0,0,SUB-DISTRICT,Balasinor,Urban,7591,39330,20282,19048,4946,2697,2249,3603,1836,1767,331,165,166,30314,16498,13816,9016,3784,5232,12195,10698,1497,10436,9179,1257,557,548,9,501,337,164,226,198,28,9152,8096,1056,1759,1519,240,23,22,1,84,62,22,57,45,12,1595,1390,205,1174,966,208,23,22,1,81,59,22,42,33,9,1028,852,176,585,553,32,0,0,0,3,3,0,15,12,3,567,538,29,27135,9584,17551
150,24,483,3872,0,0,0,SUB-DISTRICT,Kathlal,Urban,4372,22071,11483,10588,2761,1460,1301,1198,609,589,120,62,58,16555,9171,7384,5516,2312,3204,7597,6144,1453,6781,5514,1267,532,509,23,1466,782,684,152,141,11,4631,4082,549,816,630,186,23,18,5,162,122,40,35,32,3,596,458,138,755,590,165,17,12,5,156,120,36,34,32,2,548,426,122,61,40,21,6,6,0,6,2,4,1,0,1,48,32,16,14474,5339,9135
151,24,483,3873,0,0,0,SUB-DISTRICT,Mehmedabad,Urban,7348,35368,18207,17161,4348,2325,2023,2201,1112,1089,778,394,384,27001,14664,12337,8367,3543,4824,11982,9833,2149,10206,8871,1335,412,396,16,721,630,91,186,149,37,8887,7696,1191,1776,962,814,28,17,11,329,140,189,43,24,19,1376,781,595,1492,795,697,27,16,11,284,125,159,38,20,18,1143,634,509,284,167,117,1,1,0,45,15,30,5,4,1,233,147,86,23386,8374,15012
152,24,483,3874,0,0,0,SUB-DISTRICT,Kheda,Urban,5065,25575,13307,12268,3060,1698,1362,1906,970,936,512,274,238,19751,10808,8943,5824,2499,3325,8480,7283,1197,7306,6613,693,682,665,17,1023,889,134,156,94,62,5445,4965,480,1174,670,504,12,9,3,388,226,162,12,5,7,762,430,332,975,589,386,12,9,3,379,224,155,12,5,7,572,351,221,199,81,118,0,0,0,9,2,7,0,0,0,190,79,111,17095,6024,11071
153,24,483,3875,0,0,0,SUB-DISTRICT,Matar,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,24,483,3876,0,0,0,SUB-DISTRICT,Nadiad,Urban,58672,282533,145700,136833,30223,16159,14064,14551,7521,7030,5971,3142,2829,218806,118929,99877,63727,26771,36956,97351,79172,18179,83920,71450,12470,3230,2991,239,9268,8028,1240,1242,937,305,70180,59494,10686,13431,7722,5709,346,214,132,3262,1195,2067,304,112,192,9519,6201,3318,12336,7130,5206,338,212,126,2997,1134,1863,262,98,164,8739,5686,3053,1095,592,503,8,2,6,265,61,204,42,14,28,780,515,265,185182,66528,118654
155,24,483,3877,0,0,0,SUB-DISTRICT,Mahudha,Urban,3363,17722,9221,8501,2261,1194,1067,396,205,191,43,26,17,12758,7334,5424,4964,1887,3077,5646,4917,729,5112,4553,559,467,455,12,1715,1591,124,161,54,107,2769,2453,316,534,364,170,23,20,3,172,131,41,47,4,43,292,209,83,424,293,131,23,20,3,100,80,20,35,2,33,266,191,75,110,71,39,0,0,0,72,51,21,12,2,10,26,18,8,12076,4304,7772
156,24,483,3878,0,0,0,SUB-DISTRICT,Thasra,Urban,8719,41464,21616,19848,4537,2407,2130,1888,947,941,3178,1652,1526,32089,17841,14248,9375,3775,5600,13902,11695,2207,12376,10733,1643,985,937,48,2238,1666,572,379,327,52,8774,7803,971,1526,962,564,23,19,4,331,106,225,59,38,21,1113,799,314,1243,878,365,22,19,3,139,85,54,57,37,20,1025,737,288,283,84,199,1,0,1,192,21,171,2,1,1,88,62,26,27562,9921,17641
157,24,484,3879,0,0,0,SUB-DISTRICT,Khanpur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,24,484,3880,0,0,0,SUB-DISTRICT,Kadana,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,24,484,3881,0,0,0,SUB-DISTRICT,Santrampur,Urban,3730,19465,10066,9399,2511,1361,1150,994,485,509,4648,2363,2285,14409,7972,6437,5056,2094,2962,6126,4962,1164,5226,4496,730,271,262,9,188,50,138,25,23,2,4742,4161,581,900,466,434,57,11,46,156,30,126,16,8,8,671,417,254,842,425,417,56,10,46,153,30,123,16,8,8,617,377,240,58,41,17,1,1,0,3,0,3,0,0,0,54,40,14,13339,5104,8235
160,24,484,3882,0,0,0,SUB-DISTRICT,Lunawada,Urban,7585,36954,19166,17788,4457,2345,2112,1725,898,827,464,239,225,28737,15676,13061,8217,3490,4727,10587,9236,1351,9709,8692,1017,199,192,7,113,107,6,112,94,18,9285,8299,986,878,544,334,11,6,5,107,94,13,43,25,18,717,419,298,822,516,306,11,6,5,106,93,13,38,24,14,667,393,274,56,28,28,0,0,0,1,1,0,5,1,4,50,26,24,26367,9930,16437
161,24,484,3883,0,0,0,SUB-DISTRICT,Shehera,Urban,3176,19175,9940,9235,3533,1854,1679,716,355,361,36,18,18,12719,7393,5326,6456,2547,3909,5539,4716,823,4309,3945,364,1554,1371,183,101,98,3,43,39,4,2611,2437,174,1230,771,459,431,63,368,136,121,15,20,15,5,643,572,71,1072,629,443,427,59,368,130,115,15,18,15,3,497,440,57,158,142,16,4,4,0,6,6,0,2,0,2,146,132,14,13636,5224,8412
162,24,484,3884,0,0,0,SUB-DISTRICT,Morwa (Hadaf),Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,24,484,3885,0,0,0,SUB-DISTRICT,Godhra,Urban,32616,162436,83913,78523,20429,10689,9740,9993,5153,4840,10944,5586,5358,123877,67479,56398,38559,16434,22125,50659,42755,7904,44827,39338,5489,1010,913,97,910,602,308,520,465,55,42387,37358,5029,5832,3417,2415,138,67,71,1377,430,947,228,156,72,4089,2764,1325,4979,2967,2012,130,65,65,1097,392,705,152,99,53,3600,2411,1189,853,450,403,8,2,6,280,38,242,76,57,19,489,353,136,111777,41158,70619
164,24,484,3886,0,0,0,SUB-DISTRICT,Kalol,Urban,6803,32532,16835,15697,3968,2128,1840,1988,1002,986,835,431,404,24962,13708,11254,7570,3127,4443,10191,8931,1260,9647,8572,1075,424,414,10,502,397,105,63,55,8,8658,7706,952,544,359,185,2,1,1,53,34,19,21,8,13,468,316,152,425,260,165,2,1,1,47,29,18,19,8,11,357,222,135,119,99,20,0,0,0,6,5,1,2,0,2,111,94,17,22341,7904,14437
165,24,484,3887,0,0,0,SUB-DISTRICT,Ghoghamba,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,24,484,3888,0,0,0,SUB-DISTRICT,Halol,Urban,14053,64265,33665,30600,7984,4282,3702,1948,987,961,7101,3679,3422,48267,26698,21569,15998,6967,9031,21227,18385,2842,20158,17759,2399,654,626,28,2102,1663,439,142,105,37,17260,15365,1895,1069,626,443,23,9,14,260,51,209,10,4,6,776,562,214,943,538,405,21,7,14,238,40,198,9,3,6,675,488,187,126,88,38,2,2,0,22,11,11,1,1,0,101,74,27,43038,15280,27758
167,24,484,3889,0,0,0,SUB-DISTRICT,Jambughoda,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,24,485,3890,0,0,0,SUB-DISTRICT,Fatepura,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,24,485,3891,0,0,0,SUB-DISTRICT,Jhalod,Urban,6520,36168,18388,17780,5776,3066,2710,2063,1049,1014,15615,7803,7812,23839,13095,10744,12329,5293,7036,13511,9214,4297,9036,7750,1286,2209,1909,300,635,455,180,277,222,55,5915,5164,751,4475,1464,3011,254,92,162,2925,717,2208,151,55,96,1145,600,545,3236,1069,2167,215,68,147,2088,494,1594,132,51,81,801,456,345,1239,395,844,39,24,15,837,223,614,19,4,15,344,144,200,22657,9174,13483
170,24,485,3892,0,0,0,SUB-DISTRICT,Limkheda,Urban,756,3924,1965,1959,567,298,269,36,16,20,858,406,452,2726,1493,1233,1198,472,726,1611,1050,561,1228,1000,228,216,206,10,78,37,41,181,132,49,753,625,128,383,50,333,2,1,1,240,20,220,18,5,13,123,24,99,377,47,330,2,1,1,239,20,219,17,5,12,119,21,98,6,3,3,0,0,0,1,0,1,1,0,1,4,3,1,2313,915,1398
171,24,485,3893,0,0,0,SUB-DISTRICT,Dohad,Urban,24288,130503,66507,63996,18068,9415,8653,6667,3331,3336,39639,19989,19650,93966,51287,42679,36537,15220,21317,43235,33932,9303,38267,31986,6281,1724,1550,174,1838,758,1080,285,218,67,34420,29460,4960,4968,1946,3022,261,86,175,1618,330,1288,162,90,72,2927,1440,1487,4504,1702,2802,255,83,172,1510,291,1219,139,78,61,2600,1250,1350,464,244,220,6,3,3,108,39,69,23,12,11,327,190,137,87268,32575,54693
172,24,485,3894,0,0,0,SUB-DISTRICT,Garbada,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,24,485,3895,0,0,0,SUB-DISTRICT,Devgadbaria,Urban,4006,21030,10828,10202,3223,1688,1535,1031,533,498,2730,1436,1294,14088,8020,6068,6942,2808,4134,6421,5083,1338,4894,4163,731,194,168,26,134,113,21,77,67,10,4489,3815,674,1527,920,607,167,36,131,119,57,62,75,52,23,1166,775,391,1403,847,556,160,33,127,111,54,57,62,42,20,1070,718,352,124,73,51,7,3,4,8,3,5,13,10,3,96,57,39,14609,5745,8864
174,24,485,3896,0,0,0,SUB-DISTRICT,Dhanpur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,24,486,3897,0,0,0,SUB-DISTRICT,Savli,Urban,3608,18467,9488,8979,2266,1205,1061,897,486,411,797,392,405,13287,7360,5927,5180,2128,3052,6461,5309,1152,5034,4307,727,511,486,25,1361,1046,315,76,71,5,3086,2704,382,1427,1002,425,26,23,3,623,456,167,14,13,1,764,510,254,1345,947,398,24,21,3,585,430,155,14,13,1,722,483,239,82,55,27,2,2,0,38,26,12,0,0,0,42,27,15,12006,4179,7827
176,24,486,3898,0,0,0,SUB-DISTRICT,Vadodara,Urban,409118,1822532,950191,872341,183308,98966,84342,123509,63901,59608,75178,39799,35379,1481256,798007,683249,341276,152184,189092,617871,518263,99608,574600,490794,83806,6481,5844,637,10668,8142,2526,5634,4257,1377,551817,472551,79266,43271,27469,15802,1358,681,677,2326,1207,1119,1339,532,807,38248,25049,13199,37806,23748,14058,1325,659,666,2123,1113,1010,1120,449,671,33238,21527,11711,5465,3721,1744,33,22,11,203,94,109,219,83,136,5010,3522,1488,1204661,431928,772733
177,24,486,3899,0,0,0,SUB-DISTRICT,Vaghodia,Urban,5265,24052,12613,11439,3009,1612,1397,2207,1139,1068,3666,1889,1777,18731,10241,8490,5321,2372,2949,8811,7325,1486,7248,6118,1130,528,514,14,1558,1066,492,84,76,8,5078,4462,616,1563,1207,356,14,12,2,254,140,114,17,12,5,1278,1043,235,1352,1038,314,13,11,2,219,123,96,14,11,3,1106,893,213,211,169,42,1,1,0,35,17,18,3,1,2,172,150,22,15241,5288,9953
178,24,486,3900,0,0,0,SUB-DISTRICT,Jetpur Pavi,Urban,1632,7864,4034,3830,833,421,412,347,179,168,3057,1525,1532,5730,3216,2514,2134,818,1316,2817,2179,638,2389,2019,370,184,170,14,460,301,159,30,27,3,1715,1521,194,428,160,268,9,3,6,118,44,74,11,4,7,290,109,181,422,157,265,9,3,6,118,44,74,11,4,7,284,106,178,6,3,3,0,0,0,0,0,0,0,0,0,6,3,3,5047,1855,3192
179,24,486,3901,0,0,0,SUB-DISTRICT,Chhota Udaipur,Urban,5294,25787,13104,12683,2931,1504,1427,1656,850,806,6377,3267,3110,18541,10123,8418,7246,2981,4265,8307,7104,1203,7624,6563,1061,91,72,19,123,98,25,20,15,5,7390,6378,1012,683,541,142,4,3,1,23,13,10,13,9,4,643,516,127,597,475,122,4,3,1,17,8,9,13,9,4,563,455,108,86,66,20,0,0,0,6,5,1,0,0,0,80,61,19,17480,6000,11480
180,24,486,3902,0,0,0,SUB-DISTRICT,Kavant,Urban,2049,9553,4913,4640,1013,531,482,1348,702,646,4028,2049,1979,6943,3862,3081,2610,1051,1559,3533,2639,894,3201,2483,718,121,102,19,70,49,21,81,75,6,2929,2257,672,332,156,176,6,2,4,62,17,45,7,6,1,257,131,126,298,144,154,5,1,4,62,17,45,7,6,1,224,120,104,34,12,22,1,1,0,0,0,0,0,0,0,33,11,22,6020,2274,3746
181,24,486,3903,0,0,0,SUB-DISTRICT,Nasvadi,Urban,1770,8076,4175,3901,986,532,454,594,305,289,1799,905,894,6104,3345,2759,1972,830,1142,2658,2277,381,2539,2208,331,116,110,6,428,360,68,23,22,1,1972,1716,256,119,69,50,4,2,2,45,22,23,2,2,0,68,43,25,110,62,48,4,2,2,40,18,22,1,1,0,65,41,24,9,7,2,0,0,0,5,4,1,1,1,0,3,2,1,5418,1898,3520
182,24,486,3904,0,0,0,SUB-DISTRICT,Sankheda,Urban,4459,21135,10921,10214,2586,1378,1208,735,386,349,3373,1744,1629,16205,8858,7347,4930,2063,2867,7368,6104,1264,6731,5709,1022,434,412,22,684,502,182,127,109,18,5486,4686,800,637,395,242,19,12,7,123,81,42,26,11,15,469,291,178,601,376,225,19,12,7,110,78,32,22,10,12,450,276,174,36,19,17,0,0,0,13,3,10,4,1,3,19,15,4,13767,4817,8950
183,24,486,3905,0,0,0,SUB-DISTRICT,Dabhoi,Urban,10259,51240,26421,24819,5563,2866,2697,2156,1099,1057,7322,3877,3445,37884,20792,17092,13356,5629,7727,17266,14748,2518,14412,12482,1930,579,543,36,971,724,247,608,327,281,12254,10888,1366,2854,2266,588,59,43,16,88,70,18,147,92,55,2560,2061,499,2255,1770,485,54,38,16,67,51,16,127,81,46,2007,1600,407,599,496,103,5,5,0,21,19,2,20,11,9,553,461,92,33974,11673,22301
184,24,486,3906,0,0,0,SUB-DISTRICT,Padra,Urban,9579,46660,24265,22395,5106,2772,2334,2305,1193,1112,673,345,328,36614,19810,16804,10046,4455,5591,15879,13862,2017,14894,13362,1532,942,912,30,1910,1446,464,160,138,22,11882,10866,1016,985,500,485,30,18,12,428,156,272,25,10,15,502,316,186,929,473,456,29,17,12,410,152,258,24,10,14,466,294,172,56,27,29,1,1,0,18,4,14,1,0,1,36,22,14,30781,10403,20378
185,24,486,3907,0,0,0,SUB-DISTRICT,Karjan,Urban,6473,30405,15668,14737,3452,1820,1632,2773,1427,1346,3032,1568,1464,23177,12613,10564,7228,3055,4173,10062,8586,1476,9128,8129,999,248,237,11,673,513,160,232,209,23,7975,7170,805,934,457,477,17,9,8,83,33,50,41,14,27,793,401,392,819,390,429,16,9,7,78,30,48,29,10,19,696,341,355,115,67,48,1,0,1,5,3,2,12,4,8,97,60,37,20343,7082,13261
186,24,486,3908,0,0,0,SUB-DISTRICT,Sinor,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,24,487,3909,0,0,0,SUB-DISTRICT,Tilakwada,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,24,487,3910,0,0,0,SUB-DISTRICT,Nandod,Urban,9226,41633,21185,20448,3808,2032,1776,2199,1137,1062,10725,5422,5303,33842,17988,15854,7791,3197,4594,13653,11060,2593,11644,10009,1635,546,525,21,885,755,130,93,77,16,10120,8652,1468,2009,1051,958,17,12,5,713,269,444,49,23,26,1230,747,483,1841,947,894,17,12,5,654,242,412,42,21,21,1128,672,456,168,104,64,0,0,0,59,27,32,7,2,5,102,75,27,27980,10125,17855
